color,pu_borough,do_borough,month_num,day_of_week,hour_of_day,avg_total_amount
green,Bronx,Brooklyn,6,Wednesday,1,55.19
green,Bronx,Brooklyn,6,Wednesday,2,52.39
green,Bronx,Brooklyn,6,Wednesday,3,73.67
green,Bronx,Brooklyn,6,Wednesday,4,55.8
green,Bronx,Brooklyn,6,Wednesday,5,58.05
green,Bronx,Brooklyn,6,Wednesday,6,66.92
green,Bronx,Brooklyn,6,Wednesday,7,71.69
green,Bronx,Brooklyn,6,Wednesday,8,67.64
green,Bronx,Brooklyn,6,Wednesday,9,67.31
green,Bronx,Brooklyn,6,Wednesday,10,69
green,Bronx,Brooklyn,6,Wednesday,11,62.85
green,Bronx,Brooklyn,6,Wednesday,12,71.21
green,Bronx,Brooklyn,6,Wednesday,13,72.18
green,Bronx,Brooklyn,6,Wednesday,14,67.17
green,Bronx,Brooklyn,6,Wednesday,15,75.23
green,Bronx,Brooklyn,6,Wednesday,16,75.99
green,Bronx,Brooklyn,6,Wednesday,17,75.84
green,Bronx,Brooklyn,6,Wednesday,18,64.85
green,Bronx,Brooklyn,6,Wednesday,19,66.38
green,Bronx,Brooklyn,6,Wednesday,20,60.3
green,Bronx,Brooklyn,6,Wednesday,21,59.58
green,Bronx,Brooklyn,6,Wednesday,22,63.73
green,Bronx,Brooklyn,6,Wednesday,23,58.26
green,Bronx,Brooklyn,7,Friday,0,64.7
green,Bronx,Brooklyn,7,Friday,1,52.69
green,Bronx,Brooklyn,7,Friday,2,63.13
green,Bronx,Brooklyn,7,Friday,3,55.36
green,Bronx,Brooklyn,7,Friday,4,56.49
green,Bronx,Brooklyn,7,Friday,5,56.16
green,Bronx,Brooklyn,7,Friday,6,68.34
green,Bronx,Brooklyn,7,Friday,7,62.22
green,Bronx,Brooklyn,7,Friday,8,65.56
green,Bronx,Brooklyn,7,Friday,9,60.26
green,Bronx,Brooklyn,7,Friday,10,67.29
green,Bronx,Brooklyn,7,Friday,11,68.58
green,Bronx,Brooklyn,7,Friday,12,65.31
green,Bronx,Brooklyn,7,Friday,13,65.09
green,Bronx,Brooklyn,7,Friday,14,64.16
green,Bronx,Brooklyn,7,Friday,15,73.6
green,Bronx,Brooklyn,7,Friday,16,73.82
green,Bronx,Brooklyn,7,Friday,17,71.4
green,Bronx,Brooklyn,7,Friday,18,70.57
green,Bronx,Brooklyn,7,Friday,19,66.48
green,Bronx,Brooklyn,7,Friday,20,60.4
green,Bronx,Brooklyn,7,Friday,21,64.5
green,Bronx,Brooklyn,7,Friday,22,60.89
green,Bronx,Brooklyn,7,Friday,23,58.46
green,Bronx,Brooklyn,7,Monday,0,56.63
green,Bronx,Brooklyn,7,Monday,1,52.73
green,Bronx,Brooklyn,7,Monday,2,53.78
green,Bronx,Brooklyn,7,Monday,3,39.96
green,Bronx,Brooklyn,7,Monday,4,63.53
green,Bronx,Brooklyn,7,Monday,5,61.69
green,Bronx,Brooklyn,7,Monday,6,63.59
green,Bronx,Brooklyn,7,Monday,7,69.08
green,Bronx,Brooklyn,7,Monday,8,63.73
green,Bronx,Brooklyn,7,Monday,9,64.13
green,Bronx,Brooklyn,7,Monday,10,69.37
green,Bronx,Brooklyn,7,Monday,11,67.52
green,Bronx,Brooklyn,7,Monday,12,62.79
green,Bronx,Brooklyn,7,Monday,13,67.82
green,Bronx,Brooklyn,7,Monday,14,60.82
green,Bronx,Brooklyn,7,Monday,15,74.49
green,Bronx,Brooklyn,7,Monday,16,73.13
green,Bronx,Brooklyn,7,Monday,17,69.87
green,Bronx,Brooklyn,7,Monday,18,67.89
green,Bronx,Brooklyn,7,Monday,19,66.13
green,Bronx,Brooklyn,7,Monday,20,64.17
green,Bronx,Brooklyn,7,Monday,21,59.69
green,Bronx,Brooklyn,7,Monday,22,57.36
green,Bronx,Brooklyn,7,Monday,23,60.93
green,Bronx,Brooklyn,7,Saturday,0,56.98
green,Bronx,Brooklyn,7,Saturday,1,61.38
green,Bronx,Brooklyn,7,Saturday,2,59.37
green,Bronx,Brooklyn,7,Saturday,3,54.49
green,Bronx,Brooklyn,7,Saturday,4,47.64
green,Bronx,Brooklyn,7,Saturday,5,55.29
green,Bronx,Brooklyn,7,Saturday,6,47.13
green,Bronx,Brooklyn,7,Saturday,7,66.32
green,Bronx,Brooklyn,7,Saturday,8,62.27
green,Bronx,Brooklyn,7,Saturday,9,59.75
green,Bronx,Brooklyn,7,Saturday,10,64.34
green,Bronx,Brooklyn,7,Saturday,11,63.43
green,Bronx,Brooklyn,7,Saturday,12,65.83
green,Bronx,Brooklyn,7,Saturday,13,67.85
green,Bronx,Brooklyn,7,Saturday,14,67.01
green,Bronx,Brooklyn,7,Saturday,15,66.02
green,Bronx,Brooklyn,7,Saturday,16,64.5
green,Bronx,Brooklyn,7,Saturday,17,70.35
green,Bronx,Brooklyn,7,Saturday,18,65.66
green,Bronx,Brooklyn,7,Saturday,19,62.17
green,Bronx,Brooklyn,7,Saturday,20,58.71
green,Bronx,Brooklyn,7,Saturday,21,60.82
green,Bronx,Brooklyn,7,Saturday,22,60.21
green,Bronx,Brooklyn,7,Saturday,23,58.5
green,Bronx,Brooklyn,7,Sunday,0,57.13
green,Bronx,Brooklyn,7,Sunday,1,62.9
green,Bronx,Brooklyn,7,Sunday,2,55.56
green,Bronx,Brooklyn,7,Sunday,3,62.09
green,Bronx,Brooklyn,7,Sunday,4,48.54
green,Bronx,Brooklyn,7,Sunday,5,55.33
green,Bronx,Brooklyn,7,Sunday,6,65.52
green,Bronx,Brooklyn,7,Sunday,7,63.35
green,Bronx,Brooklyn,7,Sunday,8,59.87
green,Bronx,Brooklyn,7,Sunday,9,64.22
green,Bronx,Brooklyn,7,Sunday,10,66.85
green,Bronx,Brooklyn,7,Sunday,11,62.8
green,Bronx,Brooklyn,7,Sunday,12,69.09
green,Bronx,Brooklyn,7,Sunday,13,62.94
green,Bronx,Brooklyn,7,Sunday,14,63.92
green,Bronx,Brooklyn,7,Sunday,15,64.4
green,Bronx,Brooklyn,7,Sunday,16,64.2
green,Bronx,Brooklyn,7,Sunday,17,61.46
green,Bronx,Brooklyn,7,Sunday,18,66.55
green,Bronx,Brooklyn,7,Sunday,19,60.8
green,Bronx,Brooklyn,7,Sunday,20,62.28
green,Bronx,Brooklyn,7,Sunday,21,59.81
green,Bronx,Brooklyn,7,Sunday,22,62.76
green,Bronx,Brooklyn,7,Sunday,23,61.93
green,Bronx,Brooklyn,7,Thursday,0,57.71
green,Bronx,Brooklyn,7,Thursday,1,42.3
green,Bronx,Brooklyn,7,Thursday,2,53.98
green,Bronx,Brooklyn,7,Thursday,3,51.01
green,Bronx,Brooklyn,7,Thursday,4,74
green,Bronx,Brooklyn,7,Thursday,5,60.49
green,Bronx,Brooklyn,7,Thursday,6,63.78
green,Bronx,Brooklyn,7,Thursday,7,71.8
green,Bronx,Brooklyn,7,Thursday,8,59.97
green,Bronx,Brooklyn,7,Thursday,9,66.16
green,Bronx,Brooklyn,7,Thursday,10,72
green,Bronx,Brooklyn,7,Thursday,11,60.58
green,Bronx,Brooklyn,7,Thursday,12,68.36
green,Bronx,Brooklyn,7,Thursday,13,63.56
green,Bronx,Brooklyn,7,Thursday,14,73.3
green,Bronx,Brooklyn,7,Thursday,15,71.33
green,Bronx,Brooklyn,7,Thursday,16,74.94
green,Bronx,Brooklyn,7,Thursday,17,71.1
green,Bronx,Brooklyn,7,Thursday,18,71.18
green,Bronx,Brooklyn,7,Thursday,19,68.35
green,Bronx,Brooklyn,7,Thursday,20,58.49
green,Bronx,Brooklyn,7,Thursday,21,63.95
green,Bronx,Brooklyn,7,Thursday,22,63
green,Bronx,Brooklyn,7,Thursday,23,59.16
green,Bronx,Brooklyn,7,Tuesday,0,54.55
green,Bronx,Brooklyn,7,Tuesday,1,64.47
green,Bronx,Brooklyn,7,Tuesday,2,67.39
green,Bronx,Brooklyn,7,Tuesday,3,76.92
green,Bronx,Brooklyn,7,Tuesday,4,75.48
green,Bronx,Brooklyn,7,Tuesday,5,63.55
green,Bronx,Brooklyn,7,Tuesday,6,69.84
green,Bronx,Brooklyn,7,Tuesday,7,67.81
green,Bronx,Brooklyn,7,Tuesday,8,61.87
green,Bronx,Brooklyn,7,Tuesday,9,64.07
green,Bronx,Brooklyn,7,Tuesday,10,61.94
green,Bronx,Brooklyn,7,Tuesday,11,69.06
green,Bronx,Brooklyn,7,Tuesday,12,66
green,Bronx,Brooklyn,7,Tuesday,13,66.3
green,Bronx,Brooklyn,7,Tuesday,14,64.77
green,Bronx,Brooklyn,7,Tuesday,15,77.41
green,Bronx,Brooklyn,7,Tuesday,16,74.65
green,Bronx,Brooklyn,7,Tuesday,17,72.44
green,Bronx,Brooklyn,7,Tuesday,18,63.89
green,Bronx,Brooklyn,7,Tuesday,19,60.23
green,Bronx,Brooklyn,7,Tuesday,20,61
green,Bronx,Brooklyn,7,Tuesday,21,68.26
green,Bronx,Brooklyn,7,Tuesday,22,59.69
green,Bronx,Brooklyn,7,Tuesday,23,58.47
green,Bronx,Brooklyn,7,Wednesday,0,60.23
green,Bronx,Brooklyn,7,Wednesday,1,40.5
green,Bronx,Brooklyn,7,Wednesday,2,50.16
green,Bronx,Brooklyn,7,Wednesday,3,44.3
green,Bronx,Brooklyn,7,Wednesday,4,62.24
green,Bronx,Brooklyn,7,Wednesday,5,55.93
green,Bronx,Brooklyn,7,Wednesday,6,68.05
green,Bronx,Brooklyn,7,Wednesday,7,68.99
green,Bronx,Brooklyn,7,Wednesday,8,64.93
green,Bronx,Brooklyn,7,Wednesday,9,65.37
green,Bronx,Brooklyn,7,Wednesday,10,69.29
green,Bronx,Brooklyn,7,Wednesday,11,69.42
green,Bronx,Brooklyn,7,Wednesday,12,68.63
green,Bronx,Brooklyn,7,Wednesday,13,64.66
green,Bronx,Brooklyn,7,Wednesday,14,62.48
green,Bronx,Brooklyn,7,Wednesday,15,72.88
green,Bronx,Brooklyn,7,Wednesday,16,71.75
green,Bronx,Brooklyn,7,Wednesday,17,70.35
green,Bronx,Brooklyn,7,Wednesday,18,72.74
green,Bronx,Brooklyn,7,Wednesday,19,63.79
green,Bronx,Brooklyn,7,Wednesday,20,67.09
green,Bronx,Brooklyn,7,Wednesday,21,62.93
green,Bronx,Brooklyn,7,Wednesday,22,58.48
green,Bronx,Brooklyn,7,Wednesday,23,56.16
green,Bronx,Brooklyn,8,Friday,0,62.85
green,Bronx,Brooklyn,8,Friday,1,55.51
green,Bronx,Brooklyn,8,Friday,2,41.29
green,Bronx,Brooklyn,8,Friday,3,65.16
green,Bronx,Brooklyn,8,Friday,4,57.5
green,Bronx,Brooklyn,8,Friday,5,65.22
green,Bronx,Brooklyn,8,Friday,6,67.65
green,Bronx,Brooklyn,8,Friday,7,63.85
green,Bronx,Brooklyn,8,Friday,8,61.74
green,Bronx,Brooklyn,8,Friday,9,64.29
green,Bronx,Brooklyn,8,Friday,10,61.93
green,Bronx,Brooklyn,8,Friday,11,60.53
green,Bronx,Brooklyn,8,Friday,12,62.46
green,Bronx,Brooklyn,8,Friday,13,64.85
green,Bronx,Brooklyn,8,Friday,14,70.4
green,Bronx,Brooklyn,8,Friday,15,72.16
green,Bronx,Brooklyn,8,Friday,16,75.4
green,Bronx,Brooklyn,8,Friday,17,70.45
green,Bronx,Brooklyn,8,Friday,18,65.09
green,Bronx,Brooklyn,8,Friday,19,68.61
green,Bronx,Brooklyn,8,Friday,20,61.95
green,Bronx,Brooklyn,8,Friday,21,60.24
green,Bronx,Brooklyn,8,Friday,22,61.74
green,Bronx,Brooklyn,8,Friday,23,59.11
green,Bronx,Brooklyn,8,Monday,0,56.6
green,Bronx,Brooklyn,8,Monday,1,49.93
green,Bronx,Brooklyn,8,Monday,2,50.92
green,Bronx,Brooklyn,8,Monday,3,32.97
green,Bronx,Brooklyn,8,Monday,5,53.62
green,Bronx,Brooklyn,8,Monday,6,60.39
green,Bronx,Brooklyn,8,Monday,7,66.18
green,Bronx,Brooklyn,8,Monday,8,58.79
green,Bronx,Brooklyn,8,Monday,9,67.87
green,Bronx,Brooklyn,8,Monday,10,65.08
green,Bronx,Brooklyn,8,Monday,11,60.94
green,Bronx,Brooklyn,8,Monday,12,63.28
green,Bronx,Brooklyn,8,Monday,13,66.41
green,Bronx,Brooklyn,8,Monday,14,65.16
green,Bronx,Brooklyn,8,Monday,15,75.59
green,Bronx,Brooklyn,8,Monday,16,73.97
green,Bronx,Brooklyn,8,Monday,17,68.96
green,Bronx,Brooklyn,8,Monday,18,68.33
green,Bronx,Brooklyn,8,Monday,19,63.24
green,Bronx,Brooklyn,8,Monday,20,60.52
green,Bronx,Brooklyn,8,Monday,21,61.88
green,Bronx,Brooklyn,8,Monday,22,56.25
green,Bronx,Brooklyn,8,Monday,23,56.46
green,Bronx,Brooklyn,8,Saturday,0,57.33
green,Bronx,Brooklyn,8,Saturday,1,55.76
green,Bronx,Brooklyn,8,Saturday,2,55.19
green,Bronx,Brooklyn,8,Saturday,3,56.3
green,Bronx,Brooklyn,8,Saturday,4,54.66
green,Bronx,Brooklyn,8,Saturday,5,47.25
green,Bronx,Brooklyn,8,Saturday,6,62.98
green,Bronx,Brooklyn,8,Saturday,7,62.07
green,Bronx,Brooklyn,8,Saturday,8,62.44
green,Bronx,Brooklyn,8,Saturday,9,63.39
green,Bronx,Brooklyn,8,Saturday,10,58.4
green,Bronx,Brooklyn,8,Saturday,11,57.85
green,Bronx,Brooklyn,8,Saturday,12,61.84
green,Bronx,Brooklyn,8,Saturday,13,66.89
green,Bronx,Brooklyn,8,Saturday,14,66.37
green,Bronx,Brooklyn,8,Saturday,15,63.79
green,Bronx,Brooklyn,8,Saturday,16,60.22
green,Bronx,Brooklyn,8,Saturday,17,60.8
green,Bronx,Brooklyn,8,Saturday,18,63.52
green,Bronx,Brooklyn,8,Saturday,19,66.67
green,Bronx,Brooklyn,8,Saturday,20,60.14
green,Bronx,Brooklyn,8,Saturday,21,59.12
green,Bronx,Brooklyn,8,Saturday,22,64.86
green,Bronx,Brooklyn,8,Saturday,23,63.36
green,Bronx,Brooklyn,8,Sunday,0,58.96
green,Bronx,Brooklyn,8,Sunday,1,57.35
green,Bronx,Brooklyn,8,Sunday,2,57.66
green,Bronx,Brooklyn,8,Sunday,3,52.73
green,Bronx,Brooklyn,8,Sunday,4,47.1
green,Bronx,Brooklyn,8,Sunday,5,56
green,Bronx,Brooklyn,8,Sunday,6,58.85
green,Bronx,Brooklyn,8,Sunday,7,66.2
green,Bronx,Brooklyn,8,Sunday,8,58.66
green,Bronx,Brooklyn,8,Sunday,9,61.03
green,Bronx,Brooklyn,8,Sunday,10,63.13
green,Bronx,Brooklyn,8,Sunday,11,60.82
green,Bronx,Brooklyn,8,Sunday,12,57.84
green,Bronx,Brooklyn,8,Sunday,13,62.29
green,Bronx,Brooklyn,8,Sunday,14,66.68
green,Bronx,Brooklyn,8,Sunday,15,62.82
green,Bronx,Brooklyn,8,Sunday,16,64.89
green,Bronx,Brooklyn,8,Sunday,17,60.35
green,Bronx,Brooklyn,8,Sunday,18,61.1
green,Bronx,Brooklyn,8,Sunday,19,65.81
green,Bronx,Brooklyn,8,Sunday,20,59.19
green,Bronx,Brooklyn,8,Sunday,21,58.48
green,Bronx,Brooklyn,8,Sunday,22,64
green,Bronx,Brooklyn,8,Sunday,23,63.4
green,Bronx,Brooklyn,8,Thursday,0,47.39
green,Bronx,Brooklyn,8,Thursday,1,60.24
green,Bronx,Brooklyn,8,Thursday,2,44.67
green,Bronx,Brooklyn,8,Thursday,3,60.41
green,Bronx,Brooklyn,8,Thursday,4,60
green,Bronx,Brooklyn,8,Thursday,5,62.88
green,Bronx,Brooklyn,8,Thursday,6,66.95
green,Bronx,Brooklyn,8,Thursday,7,62.11
green,Bronx,Brooklyn,8,Thursday,8,64.89
green,Bronx,Brooklyn,8,Thursday,9,69.24
green,Bronx,Brooklyn,8,Thursday,10,66.27
green,Bronx,Brooklyn,8,Thursday,11,61.29
green,Bronx,Brooklyn,8,Thursday,12,69.1
green,Bronx,Brooklyn,8,Thursday,13,68.47
green,Bronx,Brooklyn,8,Thursday,14,63.06
green,Bronx,Brooklyn,8,Thursday,15,68.07
green,Bronx,Brooklyn,8,Thursday,16,70.75
green,Bronx,Brooklyn,8,Thursday,17,74.52
green,Bronx,Brooklyn,8,Thursday,18,66.89
green,Bronx,Brooklyn,8,Thursday,19,66.29
green,Bronx,Brooklyn,8,Thursday,20,64.9
green,Bronx,Brooklyn,8,Thursday,21,61.3
green,Bronx,Brooklyn,8,Thursday,22,57.68
green,Bronx,Brooklyn,8,Thursday,23,57.32
green,Bronx,Brooklyn,8,Tuesday,0,59.96
green,Bronx,Brooklyn,8,Tuesday,1,49.04
green,Bronx,Brooklyn,8,Tuesday,2,47
green,Bronx,Brooklyn,8,Tuesday,3,54.8
green,Bronx,Brooklyn,8,Tuesday,4,54.32
green,Bronx,Brooklyn,8,Tuesday,5,57.28
green,Bronx,Brooklyn,8,Tuesday,6,64.65
green,Bronx,Brooklyn,8,Tuesday,7,67.22
green,Bronx,Brooklyn,8,Tuesday,8,62.94
green,Bronx,Brooklyn,8,Tuesday,9,67.83
green,Bronx,Brooklyn,8,Tuesday,10,58.27
green,Bronx,Brooklyn,8,Tuesday,11,68.15
green,Bronx,Brooklyn,8,Tuesday,12,63.19
green,Bronx,Brooklyn,8,Tuesday,13,69.83
green,Bronx,Brooklyn,8,Tuesday,14,61.21
green,Bronx,Brooklyn,8,Tuesday,15,76.31
green,Bronx,Brooklyn,8,Tuesday,16,78.61
green,Bronx,Brooklyn,8,Tuesday,17,73.59
green,Bronx,Brooklyn,8,Tuesday,18,68.96
green,Bronx,Brooklyn,8,Tuesday,19,71.04
green,Bronx,Brooklyn,8,Tuesday,20,58.44
green,Bronx,Brooklyn,8,Tuesday,21,60.71
green,Bronx,Brooklyn,8,Tuesday,22,60.84
green,Bronx,Brooklyn,8,Tuesday,23,60.05
green,Bronx,Brooklyn,8,Wednesday,0,63.18
green,Bronx,Brooklyn,8,Wednesday,1,38.74
green,Bronx,Brooklyn,8,Wednesday,2,43.18
green,Bronx,Brooklyn,8,Wednesday,3,45.3
green,Bronx,Brooklyn,8,Wednesday,4,63.57
green,Bronx,Brooklyn,8,Wednesday,5,70.04
green,Bronx,Brooklyn,8,Wednesday,6,60.38
green,Bronx,Brooklyn,8,Wednesday,7,61.3
green,Bronx,Brooklyn,8,Wednesday,8,59.68
green,Bronx,Brooklyn,8,Wednesday,9,63.56
green,Bronx,Brooklyn,8,Wednesday,10,65.51
green,Bronx,Brooklyn,8,Wednesday,11,63.15
green,Bronx,Brooklyn,8,Wednesday,12,65.13
green,Bronx,Brooklyn,8,Wednesday,13,65.6
green,Bronx,Brooklyn,8,Wednesday,14,63.96
green,Bronx,Brooklyn,8,Wednesday,15,78.04
green,Bronx,Brooklyn,8,Wednesday,16,69.73
green,Bronx,Brooklyn,8,Wednesday,17,69.82
green,Bronx,Brooklyn,8,Wednesday,18,69.18
green,Bronx,Brooklyn,8,Wednesday,19,71.82
green,Bronx,Brooklyn,8,Wednesday,20,62.84
green,Bronx,Brooklyn,8,Wednesday,21,64.33
green,Bronx,Brooklyn,8,Wednesday,22,60.91
green,Bronx,Brooklyn,8,Wednesday,23,61.42
green,Bronx,Brooklyn,9,Friday,0,58.98
green,Bronx,Brooklyn,9,Friday,1,58.35
green,Bronx,Brooklyn,9,Friday,2,60.82
green,Bronx,Brooklyn,9,Friday,3,52.65
green,Bronx,Brooklyn,9,Friday,4,57.07
green,Bronx,Brooklyn,9,Friday,5,73.56
green,Bronx,Brooklyn,9,Friday,6,67.24
green,Bronx,Brooklyn,9,Friday,7,72.56
green,Bronx,Brooklyn,9,Friday,8,63.71
green,Bronx,Brooklyn,9,Friday,9,65.02
green,Bronx,Brooklyn,9,Friday,10,63.49
green,Bronx,Brooklyn,9,Friday,11,68.93
green,Bronx,Brooklyn,9,Friday,12,65.24
green,Bronx,Brooklyn,9,Friday,13,65.89
green,Bronx,Brooklyn,9,Friday,14,64.11
green,Bronx,Brooklyn,9,Friday,15,76.92
green,Bronx,Brooklyn,9,Friday,16,75.69
green,Bronx,Brooklyn,9,Friday,17,68.21
green,Bronx,Brooklyn,9,Friday,18,74.5
green,Bronx,Brooklyn,9,Friday,19,65.6
green,Bronx,Brooklyn,9,Friday,20,61.32
green,Bronx,Brooklyn,9,Friday,21,65.14
green,Bronx,Brooklyn,9,Friday,22,60.64
green,Bronx,Brooklyn,9,Friday,23,62.5
green,Bronx,Brooklyn,9,Monday,0,55.22
green,Bronx,Brooklyn,9,Monday,1,64.26
green,Bronx,Brooklyn,9,Monday,2,60.44
green,Bronx,Brooklyn,9,Monday,3,58.53
green,Bronx,Brooklyn,9,Monday,4,62.98
green,Bronx,Brooklyn,9,Monday,5,58.93
green,Bronx,Brooklyn,9,Monday,6,63.82
green,Bronx,Brooklyn,9,Monday,7,68.4
green,Bronx,Brooklyn,9,Monday,8,65.87
green,Bronx,Brooklyn,9,Monday,9,62.7
green,Bronx,Brooklyn,9,Monday,10,66.51
green,Bronx,Brooklyn,9,Monday,11,65.69
green,Bronx,Brooklyn,9,Monday,12,66.69
green,Bronx,Brooklyn,9,Monday,13,56.99
green,Bronx,Brooklyn,9,Monday,14,62.34
green,Bronx,Brooklyn,9,Monday,15,70.27
green,Bronx,Brooklyn,9,Monday,16,69.21
green,Bronx,Brooklyn,9,Monday,17,67.55
green,Bronx,Brooklyn,9,Monday,18,67.72
green,Bronx,Brooklyn,9,Monday,19,64.89
green,Bronx,Brooklyn,9,Monday,20,67.92
green,Bronx,Brooklyn,9,Monday,21,55.73
green,Bronx,Brooklyn,9,Monday,22,59.6
green,Bronx,Brooklyn,9,Monday,23,71.97
green,Bronx,Brooklyn,9,Saturday,0,63.32
green,Bronx,Brooklyn,9,Saturday,1,54.23
green,Bronx,Brooklyn,9,Saturday,2,62.13
green,Bronx,Brooklyn,9,Saturday,3,53.84
green,Bronx,Brooklyn,9,Saturday,4,53.35
green,Bronx,Brooklyn,9,Saturday,5,57.67
green,Bronx,Brooklyn,9,Saturday,6,60.87
green,Bronx,Brooklyn,9,Saturday,7,65.72
green,Bronx,Brooklyn,9,Saturday,8,63.7
green,Bronx,Brooklyn,9,Saturday,9,63.35
green,Bronx,Brooklyn,9,Saturday,10,59.73
green,Bronx,Brooklyn,9,Saturday,11,61.82
green,Bronx,Brooklyn,9,Saturday,12,65.17
green,Bronx,Brooklyn,9,Saturday,13,66.13
green,Bronx,Brooklyn,9,Saturday,14,67.13
green,Bronx,Brooklyn,9,Saturday,15,66.53
green,Bronx,Brooklyn,9,Saturday,16,67.72
green,Bronx,Brooklyn,9,Saturday,17,68.87
green,Bronx,Brooklyn,9,Saturday,18,70.83
green,Bronx,Brooklyn,9,Saturday,19,59.98
green,Bronx,Brooklyn,9,Saturday,20,61.48
green,Bronx,Brooklyn,9,Saturday,21,62.79
green,Bronx,Brooklyn,9,Saturday,22,63.03
green,Bronx,Brooklyn,9,Saturday,23,67
green,Bronx,Brooklyn,9,Sunday,0,54.86
green,Bronx,Brooklyn,9,Sunday,1,64.86
green,Bronx,Brooklyn,9,Sunday,2,52.79
green,Bronx,Brooklyn,9,Sunday,3,58.39
green,Bronx,Brooklyn,9,Sunday,4,49.66
green,Bronx,Brooklyn,9,Sunday,5,51.03
green,Bronx,Brooklyn,9,Sunday,6,54.58
green,Bronx,Brooklyn,9,Sunday,7,63.49
green,Bronx,Brooklyn,9,Sunday,8,57.9
green,Bronx,Brooklyn,9,Sunday,9,60.64
green,Bronx,Brooklyn,9,Sunday,10,62.96
green,Bronx,Brooklyn,9,Sunday,11,61.97
green,Bronx,Brooklyn,9,Sunday,12,67.35
green,Bronx,Brooklyn,9,Sunday,13,69.62
green,Bronx,Brooklyn,9,Sunday,14,62.74
green,Bronx,Brooklyn,9,Sunday,15,65.34
green,Bronx,Brooklyn,9,Sunday,16,64.48
green,Bronx,Brooklyn,9,Sunday,17,64.3
green,Bronx,Brooklyn,9,Sunday,18,65.41
green,Bronx,Brooklyn,9,Sunday,19,66.17
green,Bronx,Brooklyn,9,Sunday,20,68.74
green,Bronx,Brooklyn,9,Sunday,21,64.71
green,Bronx,Brooklyn,9,Sunday,22,60.96
green,Bronx,Brooklyn,9,Sunday,23,65.35
green,Bronx,Brooklyn,9,Thursday,0,58.1
green,Bronx,Brooklyn,9,Thursday,1,43.3
green,Bronx,Brooklyn,9,Thursday,3,43
green,Bronx,Brooklyn,9,Thursday,4,53.74
green,Bronx,Brooklyn,9,Thursday,5,64.82
green,Bronx,Brooklyn,9,Thursday,6,67.21
green,Bronx,Brooklyn,9,Thursday,7,72.2
green,Bronx,Brooklyn,9,Thursday,8,64.41
green,Bronx,Brooklyn,9,Thursday,9,66.15
green,Bronx,Brooklyn,9,Thursday,10,66.57
green,Bronx,Brooklyn,9,Thursday,11,70.17
green,Bronx,Brooklyn,9,Thursday,12,64.6
green,Bronx,Brooklyn,9,Thursday,13,68.47
green,Bronx,Brooklyn,9,Thursday,14,77.57
green,Bronx,Brooklyn,9,Thursday,15,76.55
green,Bronx,Brooklyn,9,Thursday,16,78.51
green,Bronx,Brooklyn,9,Thursday,17,78.06
green,Bronx,Brooklyn,9,Thursday,18,64.38
green,Bronx,Brooklyn,9,Thursday,19,66.18
green,Bronx,Brooklyn,9,Thursday,20,64.26
green,Bronx,Brooklyn,9,Thursday,21,66.73
green,Bronx,Brooklyn,9,Thursday,22,57.79
green,Bronx,Brooklyn,9,Thursday,23,62.88
green,Bronx,Brooklyn,9,Tuesday,0,60.52
green,Bronx,Brooklyn,9,Tuesday,1,50.88
green,Bronx,Brooklyn,9,Tuesday,2,52.54
green,Bronx,Brooklyn,9,Tuesday,3,38.37
green,Bronx,Brooklyn,9,Tuesday,4,50.97
green,Bronx,Brooklyn,9,Tuesday,5,65.11
green,Bronx,Brooklyn,9,Tuesday,6,67.59
green,Bronx,Brooklyn,9,Tuesday,7,66.57
green,Bronx,Brooklyn,9,Tuesday,8,65.08
green,Bronx,Brooklyn,9,Tuesday,9,65.22
green,Bronx,Brooklyn,9,Tuesday,10,62.11
green,Bronx,Brooklyn,9,Tuesday,11,59.34
green,Bronx,Brooklyn,9,Tuesday,12,68.44
green,Bronx,Brooklyn,9,Tuesday,13,62.21
green,Bronx,Brooklyn,9,Tuesday,14,60.79
green,Bronx,Brooklyn,9,Tuesday,15,75.7
green,Bronx,Brooklyn,9,Tuesday,16,71.72
green,Bronx,Brooklyn,9,Tuesday,17,66.91
green,Bronx,Brooklyn,9,Tuesday,18,69
green,Bronx,Brooklyn,9,Tuesday,19,60.01
green,Bronx,Brooklyn,9,Tuesday,20,60.46
green,Bronx,Brooklyn,9,Tuesday,21,64.9
green,Bronx,Brooklyn,9,Tuesday,22,57.59
green,Bronx,Brooklyn,9,Tuesday,23,55.06
green,Bronx,Brooklyn,9,Wednesday,0,52.97
green,Bronx,Brooklyn,9,Wednesday,1,42.9
green,Bronx,Brooklyn,9,Wednesday,2,67.38
green,Bronx,Brooklyn,9,Wednesday,4,49.78
green,Bronx,Brooklyn,9,Wednesday,5,66.93
green,Bronx,Brooklyn,9,Wednesday,6,64.9
green,Bronx,Brooklyn,9,Wednesday,7,73.99
green,Bronx,Brooklyn,9,Wednesday,8,56.35
green,Bronx,Brooklyn,9,Wednesday,9,65.28
green,Bronx,Brooklyn,9,Wednesday,10,69.92
green,Bronx,Brooklyn,9,Wednesday,11,64.71
green,Bronx,Brooklyn,9,Wednesday,12,66.72
green,Bronx,Brooklyn,9,Wednesday,13,60.46
green,Bronx,Brooklyn,9,Wednesday,14,68.84
green,Bronx,Brooklyn,9,Wednesday,15,75.51
green,Bronx,Brooklyn,9,Wednesday,16,75.23
