color,pu_borough,do_borough,month_num,day_of_week,hour_of_day,avg_total_amount
green,Bronx,Brooklyn,3,Tuesday,11,62.45
green,Bronx,Brooklyn,3,Tuesday,12,68.59
green,Bronx,Brooklyn,3,Tuesday,13,60.85
green,Bronx,Brooklyn,3,Tuesday,14,67.05
green,Bronx,Brooklyn,3,Tuesday,15,69.92
green,Bronx,Brooklyn,3,Tuesday,16,72.35
green,Bronx,Brooklyn,3,Tuesday,17,65.73
green,Bronx,Brooklyn,3,Tuesday,18,65.3
green,Bronx,Brooklyn,3,Tuesday,19,70.99
green,Bronx,Brooklyn,3,Tuesday,20,65.32
green,Bronx,Brooklyn,3,Tuesday,21,61.22
green,Bronx,Brooklyn,3,Tuesday,22,69.77
green,Bronx,Brooklyn,3,Tuesday,23,72.29
green,Bronx,Brooklyn,3,Wednesday,0,53.84
green,Bronx,Brooklyn,3,Wednesday,1,71.24
green,Bronx,Brooklyn,3,Wednesday,2,94.8
green,Bronx,Brooklyn,3,Wednesday,4,59.19
green,Bronx,Brooklyn,3,Wednesday,5,55.24
green,Bronx,Brooklyn,3,Wednesday,6,64.17
green,Bronx,Brooklyn,3,Wednesday,7,61.18
green,Bronx,Brooklyn,3,Wednesday,8,60.7
green,Bronx,Brooklyn,3,Wednesday,9,58.18
green,Bronx,Brooklyn,3,Wednesday,10,65.08
green,Bronx,Brooklyn,3,Wednesday,11,66.73
green,Bronx,Brooklyn,3,Wednesday,12,68.34
green,Bronx,Brooklyn,3,Wednesday,13,66.6
green,Bronx,Brooklyn,3,Wednesday,14,65.41
green,Bronx,Brooklyn,3,Wednesday,15,74.53
green,Bronx,Brooklyn,3,Wednesday,16,68.96
green,Bronx,Brooklyn,3,Wednesday,17,66.95
green,Bronx,Brooklyn,3,Wednesday,18,66.12
green,Bronx,Brooklyn,3,Wednesday,19,60.9
green,Bronx,Brooklyn,3,Wednesday,20,61.08
green,Bronx,Brooklyn,3,Wednesday,21,58.78
green,Bronx,Brooklyn,3,Wednesday,22,64.55
green,Bronx,Brooklyn,3,Wednesday,23,52.25
green,Bronx,Brooklyn,4,Friday,0,55.11
green,Bronx,Brooklyn,4,Friday,1,65.43
green,Bronx,Brooklyn,4,Friday,2,39.1
green,Bronx,Brooklyn,4,Friday,3,54.05
green,Bronx,Brooklyn,4,Friday,4,61.1
green,Bronx,Brooklyn,4,Friday,5,50.09
green,Bronx,Brooklyn,4,Friday,6,66.42
green,Bronx,Brooklyn,4,Friday,7,65.41
green,Bronx,Brooklyn,4,Friday,8,62.66
green,Bronx,Brooklyn,4,Friday,9,62.11
green,Bronx,Brooklyn,4,Friday,10,56.31
green,Bronx,Brooklyn,4,Friday,11,66.44
green,Bronx,Brooklyn,4,Friday,12,64.66
green,Bronx,Brooklyn,4,Friday,13,61.76
green,Bronx,Brooklyn,4,Friday,14,69.38
green,Bronx,Brooklyn,4,Friday,15,73.45
green,Bronx,Brooklyn,4,Friday,16,76.45
green,Bronx,Brooklyn,4,Friday,17,70.76
green,Bronx,Brooklyn,4,Friday,18,65.16
green,Bronx,Brooklyn,4,Friday,19,60.29
green,Bronx,Brooklyn,4,Friday,20,71.17
green,Bronx,Brooklyn,4,Friday,21,54.57
green,Bronx,Brooklyn,4,Friday,22,64.6
green,Bronx,Brooklyn,4,Friday,23,57.21
green,Bronx,Brooklyn,4,Monday,0,46.69
green,Bronx,Brooklyn,4,Monday,1,50.76
green,Bronx,Brooklyn,4,Monday,2,42.06
green,Bronx,Brooklyn,4,Monday,3,62.69
green,Bronx,Brooklyn,4,Monday,4,54.33
green,Bronx,Brooklyn,4,Monday,5,47.48
green,Bronx,Brooklyn,4,Monday,6,69.2
green,Bronx,Brooklyn,4,Monday,7,66.52
green,Bronx,Brooklyn,4,Monday,8,67.16
green,Bronx,Brooklyn,4,Monday,9,61.44
green,Bronx,Brooklyn,4,Monday,10,67.41
green,Bronx,Brooklyn,4,Monday,11,65.5
green,Bronx,Brooklyn,4,Monday,12,66.12
green,Bronx,Brooklyn,4,Monday,13,62.67
green,Bronx,Brooklyn,4,Monday,14,69.49
green,Bronx,Brooklyn,4,Monday,15,72.24
green,Bronx,Brooklyn,4,Monday,16,79.21
green,Bronx,Brooklyn,4,Monday,17,62.52
green,Bronx,Brooklyn,4,Monday,18,67.35
green,Bronx,Brooklyn,4,Monday,19,62.14
green,Bronx,Brooklyn,4,Monday,20,63.02
green,Bronx,Brooklyn,4,Monday,21,59.04
green,Bronx,Brooklyn,4,Monday,22,59.55
green,Bronx,Brooklyn,4,Monday,23,55.92
green,Bronx,Brooklyn,4,Saturday,0,55.07
green,Bronx,Brooklyn,4,Saturday,1,58.5
green,Bronx,Brooklyn,4,Saturday,2,54.95
green,Bronx,Brooklyn,4,Saturday,3,57.17
green,Bronx,Brooklyn,4,Saturday,4,51.69
green,Bronx,Brooklyn,4,Saturday,5,55.49
green,Bronx,Brooklyn,4,Saturday,6,50.64
green,Bronx,Brooklyn,4,Saturday,7,56.56
green,Bronx,Brooklyn,4,Saturday,8,59.93
green,Bronx,Brooklyn,4,Saturday,9,64.79
green,Bronx,Brooklyn,4,Saturday,10,61.64
green,Bronx,Brooklyn,4,Saturday,11,63.71
green,Bronx,Brooklyn,4,Saturday,12,61.74
green,Bronx,Brooklyn,4,Saturday,13,61.83
green,Bronx,Brooklyn,4,Saturday,14,65.12
green,Bronx,Brooklyn,4,Saturday,15,67.22
green,Bronx,Brooklyn,4,Saturday,16,68.75
green,Bronx,Brooklyn,4,Saturday,17,62.22
green,Bronx,Brooklyn,4,Saturday,18,63.91
green,Bronx,Brooklyn,4,Saturday,19,65.99
green,Bronx,Brooklyn,4,Saturday,20,62.75
green,Bronx,Brooklyn,4,Saturday,21,70.37
green,Bronx,Brooklyn,4,Saturday,22,58.75
green,Bronx,Brooklyn,4,Saturday,23,57.05
green,Bronx,Brooklyn,4,Sunday,0,59.02
green,Bronx,Brooklyn,4,Sunday,1,58.16
green,Bronx,Brooklyn,4,Sunday,2,62.69
green,Bronx,Brooklyn,4,Sunday,3,64.79
green,Bronx,Brooklyn,4,Sunday,4,56.77
green,Bronx,Brooklyn,4,Sunday,5,51.84
green,Bronx,Brooklyn,4,Sunday,6,53.82
green,Bronx,Brooklyn,4,Sunday,7,59.29
green,Bronx,Brooklyn,4,Sunday,8,60.13
green,Bronx,Brooklyn,4,Sunday,9,65.82
green,Bronx,Brooklyn,4,Sunday,10,58.64
green,Bronx,Brooklyn,4,Sunday,11,62.12
green,Bronx,Brooklyn,4,Sunday,12,58.79
green,Bronx,Brooklyn,4,Sunday,13,66.05
green,Bronx,Brooklyn,4,Sunday,14,70.14
green,Bronx,Brooklyn,4,Sunday,15,66.86
green,Bronx,Brooklyn,4,Sunday,16,61.5
green,Bronx,Brooklyn,4,Sunday,17,61.71
green,Bronx,Brooklyn,4,Sunday,18,64.39
green,Bronx,Brooklyn,4,Sunday,19,70.16
green,Bronx,Brooklyn,4,Sunday,20,60.86
green,Bronx,Brooklyn,4,Sunday,21,59.72
green,Bronx,Brooklyn,4,Sunday,22,56.81
green,Bronx,Brooklyn,4,Sunday,23,51.7
green,Bronx,Brooklyn,4,Thursday,0,53.84
green,Bronx,Brooklyn,4,Thursday,1,49.87
green,Bronx,Brooklyn,4,Thursday,2,72.62
green,Bronx,Brooklyn,4,Thursday,3,50.94
green,Bronx,Brooklyn,4,Thursday,4,60.46
green,Bronx,Brooklyn,4,Thursday,5,55.29
green,Bronx,Brooklyn,4,Thursday,6,68.45
green,Bronx,Brooklyn,4,Thursday,7,65.71
green,Bronx,Brooklyn,4,Thursday,8,61.01
green,Bronx,Brooklyn,4,Thursday,9,61.02
green,Bronx,Brooklyn,4,Thursday,10,67.64
green,Bronx,Brooklyn,4,Thursday,11,64.92
green,Bronx,Brooklyn,4,Thursday,12,63.36
green,Bronx,Brooklyn,4,Thursday,13,65.02
green,Bronx,Brooklyn,4,Thursday,14,65.76
green,Bronx,Brooklyn,4,Thursday,15,70.91
green,Bronx,Brooklyn,4,Thursday,16,75.88
green,Bronx,Brooklyn,4,Thursday,17,76.76
green,Bronx,Brooklyn,4,Thursday,18,68.87
green,Bronx,Brooklyn,4,Thursday,19,67.08
green,Bronx,Brooklyn,4,Thursday,20,54.69
green,Bronx,Brooklyn,4,Thursday,21,61.29
green,Bronx,Brooklyn,4,Thursday,22,60.22
green,Bronx,Brooklyn,4,Thursday,23,55.42
green,Bronx,Brooklyn,4,Tuesday,0,63.1
green,Bronx,Brooklyn,4,Tuesday,1,53.64
green,Bronx,Brooklyn,4,Tuesday,2,65.47
green,Bronx,Brooklyn,4,Tuesday,3,63.65
green,Bronx,Brooklyn,4,Tuesday,4,43.51
green,Bronx,Brooklyn,4,Tuesday,5,54.01
green,Bronx,Brooklyn,4,Tuesday,6,63.11
green,Bronx,Brooklyn,4,Tuesday,7,69.65
green,Bronx,Brooklyn,4,Tuesday,8,65.42
green,Bronx,Brooklyn,4,Tuesday,9,65.18
green,Bronx,Brooklyn,4,Tuesday,10,62.54
green,Bronx,Brooklyn,4,Tuesday,11,65.61
green,Bronx,Brooklyn,4,Tuesday,12,61.75
green,Bronx,Brooklyn,4,Tuesday,13,60.29
green,Bronx,Brooklyn,4,Tuesday,14,65.78
green,Bronx,Brooklyn,4,Tuesday,15,71.58
green,Bronx,Brooklyn,4,Tuesday,16,73.3
green,Bronx,Brooklyn,4,Tuesday,17,66.12
green,Bronx,Brooklyn,4,Tuesday,18,60.6
green,Bronx,Brooklyn,4,Tuesday,19,64.98
green,Bronx,Brooklyn,4,Tuesday,20,64
green,Bronx,Brooklyn,4,Tuesday,21,59.24
green,Bronx,Brooklyn,4,Tuesday,22,61.95
green,Bronx,Brooklyn,4,Tuesday,23,55.79
green,Bronx,Brooklyn,4,Wednesday,0,58.17
green,Bronx,Brooklyn,4,Wednesday,1,60.96
green,Bronx,Brooklyn,4,Wednesday,2,62.66
green,Bronx,Brooklyn,4,Wednesday,3,46.4
green,Bronx,Brooklyn,4,Wednesday,4,57.26
green,Bronx,Brooklyn,4,Wednesday,5,30.58
green,Bronx,Brooklyn,4,Wednesday,6,66.76
green,Bronx,Brooklyn,4,Wednesday,7,64.93
green,Bronx,Brooklyn,4,Wednesday,8,65.53
green,Bronx,Brooklyn,4,Wednesday,9,59.58
green,Bronx,Brooklyn,4,Wednesday,10,63.56
green,Bronx,Brooklyn,4,Wednesday,11,71.99
green,Bronx,Brooklyn,4,Wednesday,12,64.77
green,Bronx,Brooklyn,4,Wednesday,13,66.81
green,Bronx,Brooklyn,4,Wednesday,14,67.77
green,Bronx,Brooklyn,4,Wednesday,15,71.3
green,Bronx,Brooklyn,4,Wednesday,16,72.65
green,Bronx,Brooklyn,4,Wednesday,17,69.89
green,Bronx,Brooklyn,4,Wednesday,18,64.35
green,Bronx,Brooklyn,4,Wednesday,19,60.39
green,Bronx,Brooklyn,4,Wednesday,20,56.99
green,Bronx,Brooklyn,4,Wednesday,21,65.37
green,Bronx,Brooklyn,4,Wednesday,22,60.87
green,Bronx,Brooklyn,4,Wednesday,23,52.13
green,Bronx,Brooklyn,5,Friday,0,51.66
green,Bronx,Brooklyn,5,Friday,1,62.41
green,Bronx,Brooklyn,5,Friday,2,56.07
green,Bronx,Brooklyn,5,Friday,3,54.39
green,Bronx,Brooklyn,5,Friday,4,56.21
green,Bronx,Brooklyn,5,Friday,5,68.98
green,Bronx,Brooklyn,5,Friday,6,65.86
green,Bronx,Brooklyn,5,Friday,7,69.2
green,Bronx,Brooklyn,5,Friday,8,63.49
green,Bronx,Brooklyn,5,Friday,9,58.63
green,Bronx,Brooklyn,5,Friday,10,71.67
green,Bronx,Brooklyn,5,Friday,11,63.24
green,Bronx,Brooklyn,5,Friday,12,66.42
green,Bronx,Brooklyn,5,Friday,13,72.64
green,Bronx,Brooklyn,5,Friday,14,71.01
green,Bronx,Brooklyn,5,Friday,15,76.14
green,Bronx,Brooklyn,5,Friday,16,74.08
green,Bronx,Brooklyn,5,Friday,17,73.14
green,Bronx,Brooklyn,5,Friday,18,65.88
green,Bronx,Brooklyn,5,Friday,19,64.57
green,Bronx,Brooklyn,5,Friday,20,58.67
green,Bronx,Brooklyn,5,Friday,21,61.26
green,Bronx,Brooklyn,5,Friday,22,56.91
green,Bronx,Brooklyn,5,Friday,23,53.95
green,Bronx,Brooklyn,5,Monday,0,56.1
green,Bronx,Brooklyn,5,Monday,1,53.46
green,Bronx,Brooklyn,5,Monday,2,50.57
green,Bronx,Brooklyn,5,Monday,3,57.45
green,Bronx,Brooklyn,5,Monday,4,33.42
green,Bronx,Brooklyn,5,Monday,5,67.86
green,Bronx,Brooklyn,5,Monday,6,66.5
green,Bronx,Brooklyn,5,Monday,7,67.08
green,Bronx,Brooklyn,5,Monday,8,69.77
green,Bronx,Brooklyn,5,Monday,9,57.13
green,Bronx,Brooklyn,5,Monday,10,64.59
green,Bronx,Brooklyn,5,Monday,11,67.59
green,Bronx,Brooklyn,5,Monday,12,66.89
green,Bronx,Brooklyn,5,Monday,13,66.55
green,Bronx,Brooklyn,5,Monday,14,65.93
green,Bronx,Brooklyn,5,Monday,15,69.67
green,Bronx,Brooklyn,5,Monday,16,73.53
green,Bronx,Brooklyn,5,Monday,17,64.91
green,Bronx,Brooklyn,5,Monday,18,64.4
green,Bronx,Brooklyn,5,Monday,19,64.05
green,Bronx,Brooklyn,5,Monday,20,60.94
green,Bronx,Brooklyn,5,Monday,21,62.55
green,Bronx,Brooklyn,5,Monday,22,62.5
green,Bronx,Brooklyn,5,Monday,23,60.72
green,Bronx,Brooklyn,5,Saturday,0,57.92
green,Bronx,Brooklyn,5,Saturday,1,58.01
green,Bronx,Brooklyn,5,Saturday,2,46.89
green,Bronx,Brooklyn,5,Saturday,3,46.18
green,Bronx,Brooklyn,5,Saturday,4,56.08
green,Bronx,Brooklyn,5,Saturday,5,51.15
green,Bronx,Brooklyn,5,Saturday,6,58.56
green,Bronx,Brooklyn,5,Saturday,7,61.67
green,Bronx,Brooklyn,5,Saturday,8,64.57
green,Bronx,Brooklyn,5,Saturday,9,62.76
green,Bronx,Brooklyn,5,Saturday,10,64.64
green,Bronx,Brooklyn,5,Saturday,11,65.35
green,Bronx,Brooklyn,5,Saturday,12,63.8
green,Bronx,Brooklyn,5,Saturday,13,60.02
green,Bronx,Brooklyn,5,Saturday,14,66.86
green,Bronx,Brooklyn,5,Saturday,15,65.3
green,Bronx,Brooklyn,5,Saturday,16,64.62
green,Bronx,Brooklyn,5,Saturday,17,64.17
green,Bronx,Brooklyn,5,Saturday,18,64.93
green,Bronx,Brooklyn,5,Saturday,19,67.84
green,Bronx,Brooklyn,5,Saturday,20,62.85
green,Bronx,Brooklyn,5,Saturday,21,55.58
green,Bronx,Brooklyn,5,Saturday,22,59.92
green,Bronx,Brooklyn,5,Saturday,23,63.2
green,Bronx,Brooklyn,5,Sunday,0,60.17
green,Bronx,Brooklyn,5,Sunday,1,58.42
green,Bronx,Brooklyn,5,Sunday,2,56.31
green,Bronx,Brooklyn,5,Sunday,3,54.39
green,Bronx,Brooklyn,5,Sunday,4,58.91
green,Bronx,Brooklyn,5,Sunday,5,47.48
green,Bronx,Brooklyn,5,Sunday,6,54.53
green,Bronx,Brooklyn,5,Sunday,7,61.11
green,Bronx,Brooklyn,5,Sunday,8,57.29
green,Bronx,Brooklyn,5,Sunday,9,59.47
green,Bronx,Brooklyn,5,Sunday,10,62.62
green,Bronx,Brooklyn,5,Sunday,11,60.53
green,Bronx,Brooklyn,5,Sunday,12,63.56
green,Bronx,Brooklyn,5,Sunday,13,66.71
green,Bronx,Brooklyn,5,Sunday,14,68.83
green,Bronx,Brooklyn,5,Sunday,15,67.83
green,Bronx,Brooklyn,5,Sunday,16,64.63
green,Bronx,Brooklyn,5,Sunday,17,64.85
green,Bronx,Brooklyn,5,Sunday,18,62.52
green,Bronx,Brooklyn,5,Sunday,19,68.7
green,Bronx,Brooklyn,5,Sunday,20,61.46
green,Bronx,Brooklyn,5,Sunday,21,60.64
green,Bronx,Brooklyn,5,Sunday,22,58.35
green,Bronx,Brooklyn,5,Sunday,23,64.12
green,Bronx,Brooklyn,5,Thursday,0,58.12
green,Bronx,Brooklyn,5,Thursday,1,48.06
green,Bronx,Brooklyn,5,Thursday,2,60.75
green,Bronx,Brooklyn,5,Thursday,3,54.38
green,Bronx,Brooklyn,5,Thursday,4,43.15
green,Bronx,Brooklyn,5,Thursday,5,62.7
green,Bronx,Brooklyn,5,Thursday,6,68.01
green,Bronx,Brooklyn,5,Thursday,7,73.39
green,Bronx,Brooklyn,5,Thursday,8,64.67
green,Bronx,Brooklyn,5,Thursday,9,68.36
green,Bronx,Brooklyn,5,Thursday,10,63.17
green,Bronx,Brooklyn,5,Thursday,11,66.36
green,Bronx,Brooklyn,5,Thursday,12,65.33
green,Bronx,Brooklyn,5,Thursday,13,69.21
green,Bronx,Brooklyn,5,Thursday,14,75.33
green,Bronx,Brooklyn,5,Thursday,15,72.94
green,Bronx,Brooklyn,5,Thursday,16,77.65
green,Bronx,Brooklyn,5,Thursday,17,76.27
green,Bronx,Brooklyn,5,Thursday,18,72.21
green,Bronx,Brooklyn,5,Thursday,19,72.57
green,Bronx,Brooklyn,5,Thursday,20,64.16
green,Bronx,Brooklyn,5,Thursday,21,61.33
green,Bronx,Brooklyn,5,Thursday,22,61.85
green,Bronx,Brooklyn,5,Thursday,23,64.41
green,Bronx,Brooklyn,5,Tuesday,0,52.11
green,Bronx,Brooklyn,5,Tuesday,1,57.84
green,Bronx,Brooklyn,5,Tuesday,2,61.63
green,Bronx,Brooklyn,5,Tuesday,3,56.11
green,Bronx,Brooklyn,5,Tuesday,4,58.92
green,Bronx,Brooklyn,5,Tuesday,5,64.56
green,Bronx,Brooklyn,5,Tuesday,6,68.56
green,Bronx,Brooklyn,5,Tuesday,7,71.23
green,Bronx,Brooklyn,5,Tuesday,8,64.24
green,Bronx,Brooklyn,5,Tuesday,9,64.95
green,Bronx,Brooklyn,5,Tuesday,10,64.01
green,Bronx,Brooklyn,5,Tuesday,11,67.78
green,Bronx,Brooklyn,5,Tuesday,12,64.22
green,Bronx,Brooklyn,5,Tuesday,13,64.83
green,Bronx,Brooklyn,5,Tuesday,14,72.52
green,Bronx,Brooklyn,5,Tuesday,15,76.32
green,Bronx,Brooklyn,5,Tuesday,16,75.12
green,Bronx,Brooklyn,5,Tuesday,17,73.07
green,Bronx,Brooklyn,5,Tuesday,18,66.55
green,Bronx,Brooklyn,5,Tuesday,19,68.96
green,Bronx,Brooklyn,5,Tuesday,20,63.29
green,Bronx,Brooklyn,5,Tuesday,21,64.97
green,Bronx,Brooklyn,5,Tuesday,22,58.62
green,Bronx,Brooklyn,5,Tuesday,23,57.69
green,Bronx,Brooklyn,5,Wednesday,0,59.12
green,Bronx,Brooklyn,5,Wednesday,1,48.6
green,Bronx,Brooklyn,5,Wednesday,2,43.22
green,Bronx,Brooklyn,5,Wednesday,3,52.71
green,Bronx,Brooklyn,5,Wednesday,4,45.89
green,Bronx,Brooklyn,5,Wednesday,5,56.75
green,Bronx,Brooklyn,5,Wednesday,6,65.95
green,Bronx,Brooklyn,5,Wednesday,7,71.32
green,Bronx,Brooklyn,5,Wednesday,8,64.56
green,Bronx,Brooklyn,5,Wednesday,9,65.86
green,Bronx,Brooklyn,5,Wednesday,10,72.12
green,Bronx,Brooklyn,5,Wednesday,11,66.24
green,Bronx,Brooklyn,5,Wednesday,12,66.85
green,Bronx,Brooklyn,5,Wednesday,13,67.12
green,Bronx,Brooklyn,5,Wednesday,14,68.05
green,Bronx,Brooklyn,5,Wednesday,15,76.76
green,Bronx,Brooklyn,5,Wednesday,16,77.26
green,Bronx,Brooklyn,5,Wednesday,17,73.88
green,Bronx,Brooklyn,5,Wednesday,18,70.05
green,Bronx,Brooklyn,5,Wednesday,19,63.11
green,Bronx,Brooklyn,5,Wednesday,20,68.27
green,Bronx,Brooklyn,5,Wednesday,21,58.88
green,Bronx,Brooklyn,5,Wednesday,22,56.74
green,Bronx,Brooklyn,5,Wednesday,23,61.45
green,Bronx,Brooklyn,6,Friday,0,63.82
green,Bronx,Brooklyn,6,Friday,1,58.1
green,Bronx,Brooklyn,6,Friday,2,47.95
green,Bronx,Brooklyn,6,Friday,3,59.06
green,Bronx,Brooklyn,6,Friday,4,54.02
green,Bronx,Brooklyn,6,Friday,5,62.18
green,Bronx,Brooklyn,6,Friday,6,63.35
green,Bronx,Brooklyn,6,Friday,7,63.96
green,Bronx,Brooklyn,6,Friday,8,67.12
green,Bronx,Brooklyn,6,Friday,9,63.77
green,Bronx,Brooklyn,6,Friday,10,64.32
green,Bronx,Brooklyn,6,Friday,11,67.1
green,Bronx,Brooklyn,6,Friday,12,67.78
green,Bronx,Brooklyn,6,Friday,13,77.44
green,Bronx,Brooklyn,6,Friday,14,76.42
green,Bronx,Brooklyn,6,Friday,15,77.93
green,Bronx,Brooklyn,6,Friday,16,75.98
green,Bronx,Brooklyn,6,Friday,17,76.88
green,Bronx,Brooklyn,6,Friday,18,69.23
green,Bronx,Brooklyn,6,Friday,19,68.36
green,Bronx,Brooklyn,6,Friday,20,61.86
green,Bronx,Brooklyn,6,Friday,21,61.49
green,Bronx,Brooklyn,6,Friday,22,64.55
green,Bronx,Brooklyn,6,Friday,23,64.03
green,Bronx,Brooklyn,6,Monday,0,51.58
green,Bronx,Brooklyn,6,Monday,1,46.75
green,Bronx,Brooklyn,6,Monday,2,66.32
green,Bronx,Brooklyn,6,Monday,3,51.01
green,Bronx,Brooklyn,6,Monday,4,58.12
green,Bronx,Brooklyn,6,Monday,5,59.27
green,Bronx,Brooklyn,6,Monday,6,69.32
green,Bronx,Brooklyn,6,Monday,7,72.24
green,Bronx,Brooklyn,6,Monday,8,62.59
green,Bronx,Brooklyn,6,Monday,9,68.32
green,Bronx,Brooklyn,6,Monday,10,64.09
green,Bronx,Brooklyn,6,Monday,11,66.03
green,Bronx,Brooklyn,6,Monday,12,66.85
green,Bronx,Brooklyn,6,Monday,13,63.12
green,Bronx,Brooklyn,6,Monday,14,76.28
green,Bronx,Brooklyn,6,Monday,15,73.13
green,Bronx,Brooklyn,6,Monday,16,83.01
green,Bronx,Brooklyn,6,Monday,17,71.66
green,Bronx,Brooklyn,6,Monday,18,71.79
green,Bronx,Brooklyn,6,Monday,19,74.25
green,Bronx,Brooklyn,6,Monday,20,57.47
green,Bronx,Brooklyn,6,Monday,21,58.93
green,Bronx,Brooklyn,6,Monday,22,54.83
green,Bronx,Brooklyn,6,Monday,23,53.11
green,Bronx,Brooklyn,6,Saturday,0,56.47
green,Bronx,Brooklyn,6,Saturday,1,56.26
green,Bronx,Brooklyn,6,Saturday,2,51.59
green,Bronx,Brooklyn,6,Saturday,3,61.61
green,Bronx,Brooklyn,6,Saturday,4,58.21
green,Bronx,Brooklyn,6,Saturday,5,62.16
green,Bronx,Brooklyn,6,Saturday,6,53.6
green,Bronx,Brooklyn,6,Saturday,7,61.76
green,Bronx,Brooklyn,6,Saturday,8,65.05
green,Bronx,Brooklyn,6,Saturday,9,68.59
green,Bronx,Brooklyn,6,Saturday,10,64.51
green,Bronx,Brooklyn,6,Saturday,11,66.84
green,Bronx,Brooklyn,6,Saturday,12,65.72
green,Bronx,Brooklyn,6,Saturday,13,73.42
green,Bronx,Brooklyn,6,Saturday,14,63.94
green,Bronx,Brooklyn,6,Saturday,15,70.73
green,Bronx,Brooklyn,6,Saturday,16,58.76
green,Bronx,Brooklyn,6,Saturday,17,65.01
green,Bronx,Brooklyn,6,Saturday,18,64.55
green,Bronx,Brooklyn,6,Saturday,19,73.16
green,Bronx,Brooklyn,6,Saturday,20,61.46
green,Bronx,Brooklyn,6,Saturday,21,61.77
green,Bronx,Brooklyn,6,Saturday,22,63.34
green,Bronx,Brooklyn,6,Saturday,23,58.54
green,Bronx,Brooklyn,6,Sunday,0,64.76
green,Bronx,Brooklyn,6,Sunday,1,57.46
green,Bronx,Brooklyn,6,Sunday,2,53.25
green,Bronx,Brooklyn,6,Sunday,3,55.89
green,Bronx,Brooklyn,6,Sunday,4,53.09
green,Bronx,Brooklyn,6,Sunday,5,55.48
green,Bronx,Brooklyn,6,Sunday,6,61.86
green,Bronx,Brooklyn,6,Sunday,7,68.44
green,Bronx,Brooklyn,6,Sunday,8,60.58
green,Bronx,Brooklyn,6,Sunday,9,55.91
green,Bronx,Brooklyn,6,Sunday,10,64.76
green,Bronx,Brooklyn,6,Sunday,11,62.7
green,Bronx,Brooklyn,6,Sunday,12,64.33
green,Bronx,Brooklyn,6,Sunday,13,63.97
green,Bronx,Brooklyn,6,Sunday,14,66.92
green,Bronx,Brooklyn,6,Sunday,15,67.46
green,Bronx,Brooklyn,6,Sunday,16,66.7
green,Bronx,Brooklyn,6,Sunday,17,63.21
green,Bronx,Brooklyn,6,Sunday,18,67.82
green,Bronx,Brooklyn,6,Sunday,19,66.14
green,Bronx,Brooklyn,6,Sunday,20,53.88
green,Bronx,Brooklyn,6,Sunday,21,66.46
green,Bronx,Brooklyn,6,Sunday,22,65.9
green,Bronx,Brooklyn,6,Sunday,23,61.59
green,Bronx,Brooklyn,6,Thursday,0,58.16
green,Bronx,Brooklyn,6,Thursday,1,51.98
green,Bronx,Brooklyn,6,Thursday,2,59.14
green,Bronx,Brooklyn,6,Thursday,3,58.3
green,Bronx,Brooklyn,6,Thursday,4,56.63
green,Bronx,Brooklyn,6,Thursday,5,66.16
green,Bronx,Brooklyn,6,Thursday,6,59.7
green,Bronx,Brooklyn,6,Thursday,7,76.19
green,Bronx,Brooklyn,6,Thursday,8,67.18
green,Bronx,Brooklyn,6,Thursday,9,67.62
green,Bronx,Brooklyn,6,Thursday,10,65.09
green,Bronx,Brooklyn,6,Thursday,11,70.79
green,Bronx,Brooklyn,6,Thursday,12,76.12
green,Bronx,Brooklyn,6,Thursday,13,64.94
green,Bronx,Brooklyn,6,Thursday,14,71.55
green,Bronx,Brooklyn,6,Thursday,15,75.69
green,Bronx,Brooklyn,6,Thursday,16,75.42
green,Bronx,Brooklyn,6,Thursday,17,71.87
green,Bronx,Brooklyn,6,Thursday,18,68.79
green,Bronx,Brooklyn,6,Thursday,19,63.43
green,Bronx,Brooklyn,6,Thursday,20,64.78
green,Bronx,Brooklyn,6,Thursday,21,67.32
green,Bronx,Brooklyn,6,Thursday,22,62.04
green,Bronx,Brooklyn,6,Thursday,23,63.52
green,Bronx,Brooklyn,6,Tuesday,0,49.31
green,Bronx,Brooklyn,6,Tuesday,1,56.91
green,Bronx,Brooklyn,6,Tuesday,2,62.54
green,Bronx,Brooklyn,6,Tuesday,3,61.72
green,Bronx,Brooklyn,6,Tuesday,5,59.16
green,Bronx,Brooklyn,6,Tuesday,6,66.54
green,Bronx,Brooklyn,6,Tuesday,7,69.18
green,Bronx,Brooklyn,6,Tuesday,8,67.23
green,Bronx,Brooklyn,6,Tuesday,9,65.66
green,Bronx,Brooklyn,6,Tuesday,10,67.46
green,Bronx,Brooklyn,6,Tuesday,11,63.97
green,Bronx,Brooklyn,6,Tuesday,12,64.98
green,Bronx,Brooklyn,6,Tuesday,13,66.79
green,Bronx,Brooklyn,6,Tuesday,14,68.47
green,Bronx,Brooklyn,6,Tuesday,15,77.83
green,Bronx,Brooklyn,6,Tuesday,16,76.53
green,Bronx,Brooklyn,6,Tuesday,17,77.11
green,Bronx,Brooklyn,6,Tuesday,18,66.73
green,Bronx,Brooklyn,6,Tuesday,19,61.56
green,Bronx,Brooklyn,6,Tuesday,20,63.73
green,Bronx,Brooklyn,6,Tuesday,21,58.41
green,Bronx,Brooklyn,6,Tuesday,22,59.63
green,Bronx,Brooklyn,6,Tuesday,23,56.64
green,Bronx,Brooklyn,6,Wednesday,0,62.8
